id,date_recorded,funder,gps_height,installer,longitude,latitude,region_code,district_code,population,public_meeting,scheme_management,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity,source_type,waterpoint_type
38183,2013-03-12,Government Of Tanzania,1297,DWE,36.73899517,-3.42054567,2,3,1,False,Water Board,True,2000,gravity,user-group,never pay,good,dry,spring,communal standpipe
61501,2013-03-03,Ces(gmbh),1436,DWE,37.46695703,-3.32273825,3,4,45,True,Water Board,True,2008,gravity,user-group,per bucket,good,enough,spring,communal standpipe
16185,2011-07-13,Benguka,0,BENGUKA,30.84054375,-2.52141685,18,30,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,gravity,user-group,per bucket,good,enough,spring,communal standpipe multiple
69225,2013-02-26,Germany Republi,1350,CES,37.20258127,-3.22467657,3,5,35,True,Water Board,True,1995,gravity,user-group,other,good,enough,spring,communal standpipe
7730,2013-02-13,Tltc,725,TLTC,36.13734909,-10.27799787,10,5,450,True,WUG,True,2012,handpump,user-group,never pay,good,enough,borehole,hand pump
64895,2013-01-27,Government Of Tanzania,1429,DWE,30.72020184,-3.57402816,16,1,235,True,Water authority,True,2010,gravity,commercial,unknown,good,insufficient,spring,improved spring
496,2011-03-11,Kkkt,2005,Commu,34.34035717,-9.55441706,11,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,1986,gravity,user-group,annually,good,enough,spring,communal standpipe
42433,2013-01-21,Government Of Tanzania,63,DWE,39.10400798,-9.67031827,80,13,514,True,VWC,True,2004,handpump,user-group,never pay,good,enough,shallow well,hand pump
32757,2013-05-02,Government Of Tanzania,1343,Government,34.98205309,-10.98560657,10,3,30,True,WUG,True,2007,gravity,user-group,on failure,good,enough,spring,communal standpipe
16856,2011-03-07,Dwe,1710,DWE,34.93064484,-9.33478881,11,4,20,True,VWC,False,2008,gravity,user-group,never pay,good,insufficient,spring,communal standpipe
3503,2013-02-23,Government Of Tanzania,1280,DWE,37.39852745,-3.29731153,3,4,120,True,VWC,True,1963,gravity,user-group,unknown,good,enough,spring,communal standpipe
73404,2011-03-19,Government Of Tanzania,456,DWE,38.23802974,-5.7130728,4,6,200,True,VWC,False,2009,submersible,user-group,per bucket,good,seasonal,river/lake,communal standpipe multiple
25092,2011-07-31,Government Of Tanzania,0,DWE,30.71237212,-1.32121878,18,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,True,0,gravity,user-group,never pay,good,dry,spring,communal standpipe
56114,2012-11-09,District Council,0,District council,33.72938014,-5.16112951,14,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,never pay,good,dry,shallow well,hand pump
67755,2013-01-23,Finw,285,FinW,39.54828724,-10.68972566,9,4,1,True,Water Board,True,1982,submersible,user-group,never pay,good,seasonal,borehole,communal standpipe
59292,2013-01-31,World Vision,0,SEMA,32.95526327,-4.76094743,14,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",False,VWC,False,0,handpump,user-group,never pay,good,enough,shallow well,hand pump
27131,2013-03-14,Government Of Tanzania,985,DWE,36.05751557,-3.20621049,2,1,1,False,Parastatal,True,1990,other,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe
36880,2013-02-01,Norad,1836,Norad,31.53642442,-7.89825751,15,4,1360,True,VWC,True,1991,handpump,user-group,monthly,good,seasonal,borehole,hand pump
29934,2012-11-11,World Vision,0,World vision,33.95089407,-3.44433769,17,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,gravity,user-group,per bucket,good,seasonal,river/lake,communal standpipe multiple
61140,2011-03-27,Government Of Tanzania,1534,DWE,38.39713396,-4.8275487,4,1,1,True,VWC,True,1988,gravity,user-group,monthly,good,enough,spring,communal standpipe
6375,2013-02-26,Tasaf,1666,TASAF,35.47541626,-4.24840046,21,1,125,True,Water Board,True,2007,gravity,user-group,never pay,good,insufficient,spring,communal standpipe
57413,2013-01-19,Finwater,249,FinWater,39.55462235,-10.86023841,9,4,278,True,Water Board,True,1982,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe multiple
52719,2013-02-01,World Bank,0,DWE,32.54922088,-3.5391602,17,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,gravity,unknown,unknown,unknown,unknown,spring,other
45534,2013-03-19,0,36,0,39.35605709,-6.91462897,7,3,50,True,SWC,False,2000,motorpump,other,per bucket,good,enough,borehole,communal standpipe
57626,2011-03-08,Amref,121,AMREF,38.97437158,-7.31642386,60,43,3000,True,VWC,False,2005,handpump,user-group,per bucket,salty,enough,shallow well,hand pump
1523,2012-11-14,Rwssp,0,WEDECO,34.39213899,-3.00100247,17,6,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,True,0,other,user-group,never pay,good,enough,shallow well,other
62801,2013-01-28,Ministry Of Water,908,Idara ya maji,35.20717444,-6.36223689,13,3,250,True,VWC,False,1972,motorpump,user-group,never pay,good,enough,borehole,communal standpipe multiple
11025,2013-03-17,Wfp/usaid,2025,Active MKM,35.49092806,-1.89654943,2,5,265,True,VWC,False,2011,gravity,user-group,never pay,good,seasonal,rainwater harvesting,communal standpipe
66579,2012-10-20,Rwssp,0,WEDECO,34.31742798,-3.52825212,17,6,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,True,0,handpump,user-group,per bucket,good,enough,shallow well,hand pump
42099,2013-01-17,Dfid,1498,WATER AID,34.63706797,-4.86032025,13,4,1,True,Trust,True,1996,motorpump,commercial,never pay,good,seasonal,rainwater harvesting,communal standpipe
68278,2013-03-05,Government Of Tanzania,1491,DWE,34.73484121,-4.56153398,13,2,600,True,VWC,True,1990,handpump,user-group,monthly,good,insufficient,borehole,hand pump
20349,2011-03-13,Rc,1853,RC,34.51849451,-9.23144359,11,4,30,True,VWC,True,2010,gravity,user-group,on failure,good,enough,spring,communal standpipe
18762,2012-10-22,Ministry Of Water,1190,MTN,34.04014401,-1.1078796999999998,20,6,500,True,VWC,False,1972,submersible,user-group,per bucket,good,enough,river/lake,communal standpipe
67374,2013-02-27,Government Of Tanzania,1294,DWE,37.41953903,-3.3157097,3,4,60,True,VWC,True,1974,gravity,user-group,unknown,good,insufficient,spring,communal standpipe
27139,2013-02-13,Ministry Of Water,1179,DWE,35.8666456,-4.13793115,21,1,72,True,VWC,True,1998,gravity,user-group,never pay,good,enough,spring,communal standpipe
21420,2012-10-09,Rwssp,0,DWE,32.71205153,-4.21982268,17,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,unknown,good,enough,shallow well,hand pump
52382,2013-02-18,Tasaf,608,TASAF,37.25950445,-11.17724917,10,1,1,True,VWC,False,2002,handpump,user-group,annually,good,enough,borehole,hand pump
55389,2011-03-21,Roman,2176,Commu,34.07650345,-9.07122212,11,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,Parastatal,True,2008,gravity,user-group,annually,good,enough,spring,communal standpipe
41881,2011-04-11,Government Of Tanzania,0,Government,32.81521129,-7.74370782,12,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,never pay,good,enough,spring,communal standpipe
20879,2012-10-11,Wateraid,0,Water Aid,32.14114561,-5.05479022,14,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,never pay,good,enough,shallow well,hand pump
39134,2013-02-01,Rwssp,0,DWE,0.0,-2e-08,17,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,handpump,user-group,never pay,good,enough,shallow well,hand pump
35813,2011-07-18,Government Of Tanzania,0,DWE,33.75834896,-9.16355433,12,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,never pay,good,enough,river/lake,communal standpipe
32770,2013-03-24,Magadini-makiwaru Water,1327,Magadini-Makiwaru wa,37.036459,-3.19025976,3,7,1,True,Water Board,True,2001,gravity,user-group,monthly,good,enough,spring,communal standpipe
9903,2011-07-15,Danida,0,Central government,33.77509415,-9.57148615,12,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,Water authority,True,0,gravity,commercial,monthly,good,insufficient,spring,communal standpipe
37475,2011-03-07,Cobashec,362,DWE,35.76096453,-8.87622864,5,3,300,True,VWC,True,1999,handpump,user-group,never pay,good,enough,shallow well,hand pump
3618,2013-03-14,Lawatefuka Water Supply,1183,Lawatefuka water sup,37.1018015,-3.21107243,3,7,1,True,Water Board,True,2002,gravity,user-group,monthly,good,enough,spring,communal standpipe
31199,2013-02-24,Government Of Tanzania,1422,DWE,37.42415943,-3.3024578,3,4,60,True,VWC,True,1974,gravity,user-group,unknown,good,enough,spring,communal standpipe
1018,2013-02-05,Wateraid,0,SEMA,32.95025161,-4.56864513,14,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,never pay,good,enough,borehole,hand pump
57876,2013-08-03,Oikos E.Afrika,1473,Oikos E .Africa,36.87928272,-3.20035882,2,7,140,True,VWC,True,2009,gravity,user-group,unknown,good,insufficient,spring,communal standpipe
44128,2013-02-06,Oxfam,1672,OXFAM,29.79815948,-4.42706375,16,2,740,True,Water authority,False,1996,other,user-group,never pay,good,enough,spring,improved spring
22587,2011-03-01,Tanza,282,DWE,37.75654523,-7.05292718,5,2,200,True,VWC,True,2004,gravity,user-group,monthly,good,insufficient,river/lake,communal standpipe
1143,2011-07-28,Il,1676,CONS,31.17388554,-7.85820073,15,3,500,True,VWC,True,1982,gravity,user-group,annually,good,enough,river/lake,communal standpipe
48065,2013-02-27,Halmashauri,1647,Halmashauri,35.14747942,-4.56670544,21,2,241,True,VWC,True,2007,submersible,user-group,per bucket,salty,dry,rainwater harvesting,communal standpipe
13308,2012-10-23,World Bank,0,World Bank,33.42965862,-4.376448,14,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,Water authority,False,0,handpump,user-group,never pay,salty,enough,shallow well,hand pump
35288,2011-03-07,Government Of Tanzania,0,GOVER,35.84714905,-6.34153203,1,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,submersible,user-group,unknown,good,dry,borehole,communal standpipe
60567,2011-03-18,Danida,1637,DWE,34.93091312,-8.68898494,11,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,annually,good,insufficient,spring,communal standpipe
46380,2013-05-03,Rotary Club,1300,Rotary club,36.91255272,-3.3276781000000004,2,7,130,True,WUA,False,2009,gravity,user-group,unknown,good,seasonal,rainwater harvesting,communal standpipe
36502,2011-02-21,Government Of Tanzania,-12,DWE,39.74211519,-7.97102501,60,60,50,True,VWC,False,0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe
73978,2011-03-18,Water,0,Gover,36.38478077,-6.62798367,1,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,annually,good,insufficient,spring,communal standpipe multiple
19960,2013-02-02,Dwsp,1314,DWE,33.99968095,-3.00734806,17,1,1,True,Parastatal,False,1998,other,parastatal,other,unknown,dry,other,other
22394,2011-03-09,Danida,1045,DANID,35.054883200000006,-7.95682971,11,1,1,True,VWC,True,1989,gravity,user-group,annually,good,enough,spring,communal standpipe
49214,2013-02-03,Germany Republi,1631,CES,37.16867903,-3.18954738,3,5,30,True,Water Board,True,1999,gravity,user-group,per bucket,good,enough,spring,communal standpipe
23581,2011-08-15,Kkkt,0,KKKT,33.12769698,-9.00642358,12,6,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",False,VWC,False,0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump
58744,2011-04-06,Government Of Tanzania,0,DWE,33.50995619,-9.39360626,12,5,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,gravity,user-group,unknown,good,insufficient,spring,communal standpipe
18540,2011-03-14,Unice,144,RWE,37.74084379,-7.41242354,5,2,250,True,VWC,True,1969,motorpump,user-group,never pay,unknown,enough,river/lake,communal standpipe
37429,2011-04-21,Government Of Tanzania,0,DWE,33.69299316,-9.23445898,12,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,unknown,good,enough,spring,communal standpipe
11726,2011-03-17,Villagers,-17,Vi,38.71989311,-6.64348031,6,1,30,True,VWC,False,1998,submersible,user-group,per bucket,colored,enough,river/lake,communal standpipe
24187,2013-02-01,Dwssp,0,DWE,0.0,-2e-08,17,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,handpump,user-group,never pay,salty,enough,shallow well,hand pump
25907,2011-03-22,Ir,548,Ir,36.54770193,-7.31613631,5,1,250,True,VWC,True,1982,handpump,unknown,never pay,good,enough,shallow well,hand pump
68307,2013-01-22,Fw,348,FW,38.70851298,-10.52004481,90,33,1,True,VWC,True,1975,other,user-group,never pay,salty,dry,borehole,other
36577,2013-02-01,Norad,1824,Norad,31.52277951,-7.84302497,15,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,1975,gravity,user-group,never pay,good,dry,river/lake,communal standpipe
5752,2012-11-11,Government Of Tanzania,0,Government,33.92687214,-3.44811421,17,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,other,user-group,other,good,enough,shallow well,hand pump
17460,2012-10-03,Wsdp,0,WSDP,33.40454424,-3.56001442,17,7,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,handpump,user-group,unknown,good,enough,shallow well,hand pump
24211,2013-01-26,Government Of Tanzania,846,Government,37.60867996,-9.92823228,80,43,350,True,VWC,True,1976,submersible,user-group,unknown,good,dry,river/lake,communal standpipe multiple
64039,2013-01-19,Member Of Parliament,-26,Artisan,39.61932106,-9.31710652,80,13,800,True,VWC,True,2007,submersible,user-group,never pay,good,enough,borehole,communal standpipe multiple
35159,2011-02-03,Dh,444,DH,37.12611836,-6.74638399,5,1,150,True,VWC,True,1985,handpump,user-group,monthly,good,enough,shallow well,hand pump
36922,2011-08-04,Concern,0,TWESA,30.69216404,-2.45793195,18,30,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,handpump,user-group,never pay,good,enough,shallow well,hand pump
1228,2012-10-03,Rural Water Supply And Sanitat,0,DWE,31.89708102,-3.46582515,17,5,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",False,Other,True,0,handpump,other,unknown,good,dry,shallow well,hand pump
14928,2011-03-01,Wise-usa,-3,local fundi,38.68496184,-6.78478137,6,2,200,True,VWC,True,2009,handpump,user-group,per bucket,good,enough,shallow well,hand pump
31814,2012-10-16,Dwsp,0,DWSP,33.12148483,-3.81456463,17,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,True,0,handpump,user-group,never pay,good,enough,shallow well,hand pump
38492,2013-02-03,Netherlands,0,DWE,33.676772,-3.13896756,17,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,handpump,user-group,other,good,enough,shallow well,hand pump
8754,2013-02-05,Government Of Tanzania,1062,DWE,31.04615598,-5.11318826,16,3,500,True,VWC,True,1972,other,user-group,unknown,good,enough,shallow well,other
68130,2013-01-31,Norad,1869,Norad,31.54164711,-8.06722454,15,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,1981,gravity,user-group,never pay,good,dry,river/lake,communal standpipe
19092,2013-03-16,Government Of Tanzania,954,DWE,36.8506595,-3.49204077,2,2,200,True,VWC,True,1970,gravity,user-group,per bucket,good,insufficient,spring,communal standpipe
36898,2013-02-21,District Council,947,District Council,37.60982504,-3.78126779,3,2,40,True,Water Board,True,1973,gravity,user-group,monthly,good,insufficient,spring,communal standpipe
48574,2013-02-09,Mzee Chacha,1271,Mzee Chacha,34.2971877,-1.68657144,20,2,30,True,Other,True,2011,rope pump,other,never pay,salty,enough,shallow well,hand pump
54791,2013-02-19,Danida,996,DWE,35.54873613,-10.80875818,10,2,275,True,VWC,True,1978,gravity,user-group,on failure,good,enough,river/lake,communal standpipe
57644,2013-02-23,Mission,1503,Mission,35.30073221,-9.75687415,10,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,1997,submersible,user-group,annually,good,enough,river/lake,communal standpipe
43217,2011-07-13,Government Of Tanzania,0,DWE,33.84031745,-9.1616317,12,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,never pay,good,enough,spring,communal standpipe
14922,2011-03-12,Government Of Tanzania,2413,Commu,33.9363341,-9.21276113,11,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,1986,gravity,user-group,on failure,good,enough,spring,communal standpipe
64775,2013-01-18,Tassaf,1346,TASSAF,30.64569324,-3.81058764,16,1,140,True,VWC,False,2003,gravity,user-group,unknown,good,insufficient,spring,communal standpipe
59160,2013-02-10,Rwssp,0,DWE,32.61945949,-3.79554005,17,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,other,user-group,unknown,milky,dry,shallow well,other
38141,2011-03-03,Government Of Tanzania,299,DWE,36.66866723,-8.38426566,5,4,230,True,VWC,True,1977,handpump,user-group,monthly,good,dry,shallow well,hand pump
51518,2011-04-05,Water,0,Commu,35.74668136,-6.09163028,1,5,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,motorpump,user-group,per bucket,good,dry,borehole,communal standpipe multiple
43481,2011-03-24,Adb,1814,DWE,35.48481761,-8.46129112,11,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,2000,handpump,user-group,never pay,good,enough,shallow well,hand pump
36632,2011-01-04,Unicef,1414,DWE,34.57167698,-8.9250144,11,4,52,True,WUA,True,1978,gravity,user-group,on failure,good,dry,river/lake,communal standpipe
4347,2011-03-25,Government Of Tanzania,269,DWE,36.90046626,-7.83431489,5,3,150,True,WUA,True,1978,gravity,user-group,never pay,good,insufficient,river/lake,communal standpipe
57963,2012-10-22,Rc Church,0,RC Church,33.49088212,-4.30352381,14,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,Water authority,False,0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump
73460,2011-03-08,Wsdp,327,DWE,38.61178274,-4.9283922,4,2,700,True,VWC,False,2009,handpump,user-group,never pay,good,dry,shallow well,hand pump
26874,2011-02-28,Water User As,259,Wa,38.38456555,-6.31128664,6,1,35,True,WUA,True,2003,submersible,user-group,per bucket,good,enough,river/lake,communal standpipe
45280,2012-10-07,Netherlands,0,DWE,33.71968263,-3.10534407,17,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,handpump,user-group,on failure,good,enough,shallow well,hand pump
50748,2011-08-04,Rudep,1697,DWE,31.36754793,-8.25787752,15,2,50,True,VWC,False,1991,handpump,user-group,never pay,good,enough,borehole,hand pump
33993,2013-02-09,Unicef,1377,TWESA,30.49978166,-3.7897322,16,1,500,True,VWC,False,2008,gravity,user-group,unknown,good,insufficient,rainwater harvesting,communal standpipe
11535,2013-02-04,Fini Water,-4,Fini water,39.97634239,-10.32750342,99,1,600,True,VWC,True,1985,handpump,user-group,per bucket,good,enough,borehole,hand pump
13028,2013-05-04,Government Of Tanzania,717,Government,37.35580295,-3.47697118,3,4,1,True,Water authority,True,1976,gravity,commercial,never pay,good,insufficient,spring,communal standpipe
39580,2011-07-11,Government Of Tanzania,0,DWE,33.81126815,-9.12223759,12,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,never pay,good,enough,river/lake,communal standpipe
66084,2011-08-18,Dwe/norad,1548,DWE,32.04888197,-8.57425455,15,2,250,True,VWC,True,1973,gravity,user-group,never pay,good,dry,river/lake,other
72376,2013-02-03,World Vision,0,ADP Busangi,32.54118446,-3.68731116,17,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,other,user-group,unknown,milky,dry,shallow well,other
63494,2013-03-19,Serena,1416,SERENS,34.71366427,-2.37668431,20,2,300,True,Other,True,2008,submersible,other,unknown,salty,enough,borehole,other
5560,2011-07-23,Hesawa,1171,DWE,32.90049686,-1.94466126,19,1,400,True,VWC,True,1996,other,user-group,never pay,good,unknown,shallow well,other
53309,2011-03-30,Water,0,Commu,35.61667348,-6.08792053,1,5,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,motorpump,user-group,per bucket,good,dry,borehole,communal standpipe multiple
17248,2013-01-31,Mission,1234,Mission,34.87682213,-6.12584376,13,3,1500,True,VWC,False,1990,wind-powered,user-group,per bucket,salty,enough,borehole,communal standpipe
38848,2011-07-20,World Vision,0,KYASHA ENTERPR,31.75187664,-1.45381642,18,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,never pay,good,enough,spring,improved spring
29171,2011-04-08,Government Of Tanzania,0,DWE,33.86247404,-9.35980126,12,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,never pay,good,enough,spring,communal standpipe
12765,2011-03-08,African,339,Kuwait,37.62104239,-6.13576717,5,6,43,True,VWC,True,2010,other,user-group,never pay,good,insufficient,shallow well,other
